,a_e,a_w,alpha_w,conservation_effectiveness,conservation_unit_cost,delta,delta_extract,e_0,eta_deplet,mu_0,mu_elite_extr,nat_res_regen,eta_w,eta_a,w_T,I_Ta,conservation_effort,R_star,phi_c,scenario,policy,model,max_radicalized,final_radicalized,wage_cost,conservation_cost,final_resource
461,9.784186076998843,1.9979143598546096,1.2209605841560585,0.6165900016270108,4.898529452210768,0.14760274213038707,0.04230172458577414,0.025891778725340354,1.9538368741802825,0.009178840450227198,0.3371556531686774,0.17069005842462615,0.0,0.0,0.5,0.0,0.0,0.0,0.0,461,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.410470324171745
462,56.99406239048677,0.7357111350028899,2.603699310187535,0.26166145458378726,18.847798548410783,0.8274390990557551,0.06431040753312536,0.025983146200196122,2.368412044551572,0.0030583080237459714,0.5479423596566853,0.15970070139766046,0.0,0.0,0.5,0.0,0.0,0.0,0.0,462,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.1795063698182149
463,117.30289297578356,2.426816995560442,0.6636671247425272,0.1745608275220093,29.158193516261413,0.9322574997008838,0.05342669842250371,0.00827660442476055,2.6697390847472793,0.0064575195630877155,0.7003948859219877,0.13622940187162388,0.0,0.0,0.5,0.0,0.0,0.0,0.0,463,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.1903038814710987
464,9.66679886165074,0.3357973106758684,0.8055958312141485,0.20979981210967769,8.356822853020747,0.9169428495750095,0.08161429387148979,0.04065297446345656,2.182217540413184,0.009760587628912245,0.13950602367624915,0.08880320635282636,0.0,0.0,0.5,0.0,0.0,0.0,0.0,464,baseline,PolicySIR,0.8301347383367935,0.0014751697748029804,0.0,0.0,0.8329173717158213
465,82.77800667920985,1.0302496591023114,1.8348574471586971,0.6323546110918803,16.294619633765944,0.9631218720294611,0.014566222902350198,0.04408460862131281,2.3497475471243816,0.0069290590294425886,0.4053696311294911,0.09978511142656254,0.0,0.0,0.5,0.0,0.0,0.0,0.0,465,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.5444027455974814
466,57.552257989150704,1.1842708493765868,-1.509292917654335,0.5456250711752799,0.4561816483544865,0.45170580974136365,0.026772252871524325,0.04248159420937348,2.141439828465295,0.009873189267285,0.46460321726115417,0.014158746971004433,0.0,0.0,0.5,0.0,0.0,0.0,0.0,466,baseline,PolicySIR,0.8696149269708467,0.0627004993356064,0.0,0.0,0.5400249988407783
467,110.14806014263856,0.484199849623981,2.763717632028161,0.31537952444715106,8.132884106657794,0.5345767157083109,0.0707978591871794,0.04107490672340515,0.18560217907958987,0.003998484923255276,0.13965069901139773,0.19403692541740297,0.0,0.0,0.5,0.0,0.0,0.0,0.0,467,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.4742660655412387
468,19.789151237549685,2.4639878515376643,1.6727027977295776,0.5286440067671053,9.568498312994612,0.28706395210270963,0.03019459877172529,0.03652964258826691,2.9392929673782717,0.009034741535400658,0.1258152506828329,0.14079670538809164,0.0,0.0,0.5,0.0,0.0,0.0,0.0,468,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.3614118582615757
469,147.01042199617476,1.1948753953867621,-1.1546259085786055,0.26545081191787434,28.584158562299763,0.10625820111284479,0.07342155833122939,0.005923178059191519,0.3738893720294214,0.0006417312953836575,0.784249528586685,0.16246266947355686,0.0,0.0,0.5,0.0,0.0,0.0,0.0,469,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.2370218462069091
470,117.09962873680671,1.3566555444176764,2.212793575301575,0.7075820328762037,0.8558538092342733,0.1541284482217846,0.06351361646935572,0.04686486328177019,0.9251238382296264,0.000958884687115638,0.16177272824167813,0.026072301883821487,0.0,0.0,0.5,0.0,0.0,0.0,0.0,470,baseline,PolicySIR,0.8949420874398921,0.017794398999415786,0.0,0.0,0.7097608469798105
471,124.2622358505152,2.3741716253455714,1.515248899760981,0.10740769794482431,2.866038787669529,0.512296759152665,0.0655116643510844,0.04782465432236888,2.8096865094405166,0.009627530720731836,0.23920591106826408,0.12237134882989825,0.0,0.0,0.5,0.0,0.0,0.0,0.0,471,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.0570066949258108
472,139.56409013460453,2.984373748595923,2.4792055809159272,0.10452743764020006,18.34197708189733,0.3809513464625932,0.013931049251904071,0.023898204717904922,1.368240857334955,0.009631097590727836,0.7782708097692984,0.13497222372429124,0.0,0.0,0.5,0.0,0.0,0.0,0.0,472,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.7719523699372968
473,40.21152164050241,2.864033674085419,-1.3997393994269487,0.24606603227594756,28.565166676772595,0.34107369418691785,0.03819363502020894,0.0381855723981494,1.2843827992869201,0.007635222997268537,0.20143562034891305,0.19248837414694858,0.0,0.0,0.5,0.0,0.0,0.0,0.0,473,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.5846437668114761
474,138.04108897324582,2.799758197953633,2.0534502759820725,0.3259885267548235,25.423342388721746,0.6984505564540437,0.06069940781396251,0.008855224206983921,1.2812487872559895,0.008828029828058507,0.37918350444578675,0.05353647558250059,0.0,0.0,0.5,0.0,0.0,0.0,0.0,474,baseline,PolicySIR,0.9468151437996614,0.015341851767968677,0.0,0.0,0.44977888201737076
476,108.9690947774884,2.806824007552959,1.4957825011717052,0.5962979733378819,29.08632253814661,0.18736458775939505,0.051531206775977924,0.03925911607833326,0.4728800058065945,0.008337126850507536,0.10258801025154284,0.1119184519474008,0.0,0.0,0.5,0.0,0.0,0.0,0.0,476,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.1827271305862754
477,5.508451827993521,0.8731281225451155,2.208312954001272,0.2718013541743698,14.032708035344545,0.8094036132343572,0.04846700950740875,0.04645516007313317,1.3864954372790201,0.0013932943342850812,0.2974137662102149,0.04020721813032495,0.0,0.0,0.5,0.0,0.0,0.0,0.0,477,baseline,PolicySIR,0.8515302212616337,0.05692277822311676,0.0,0.0,0.45690782414058323
478,60.73432590388217,1.664563773993355,-1.021302532174277,0.80505797031794,19.624484716549954,0.7699532574280941,0.006242389171585892,0.04040331027730341,0.7987853282814318,0.006322359404996003,0.5349274480759154,0.06324561897883853,0.0,0.0,0.5,0.0,0.0,0.0,0.0,478,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.8340002001387972
479,56.85754626876591,1.314869086093721,-2.2821574985091875,0.918896516726871,20.52035274472035,0.5963120087155889,0.0823267734633708,0.008870097392974823,2.0096155278785397,0.006313627155810178,0.7669980300743764,0.058111715231672995,0.0,0.0,0.5,0.0,0.0,0.0,0.0,479,baseline,PolicySIR,0.9099102612610962,0.2427483804949754,0.0,0.0,0.613627519514583
480,81.7024413944813,2.0179982138964774,-1.9003721729221579,0.40865548975203303,7.7300579969457335,0.4179967151513294,0.011802446451077832,0.027381022850483314,0.11889183576661706,0.009572193585799253,0.10909065840888421,0.03290260317833295,0.0,0.0,0.5,0.0,0.0,0.0,0.0,480,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.498297112042139
481,47.983812211064276,1.7512546259997044,-1.44380050680423,0.4334497830180257,14.811874987335411,0.10456137927671152,0.09348454906046452,0.03279613172223886,0.7927765358442358,0.006827237129388033,0.35732007590888915,0.1514430371767823,0.0,0.0,0.5,0.0,0.0,0.0,0.0,481,baseline,PolicySIR,0.9388151242657489,0.0016003813340413156,0.0,0.0,0.8012104668311565
482,23.63910305068236,2.336174777417657,2.1847826174365528,0.6159560572453567,0.3621225535827579,0.61912648011212,0.07595854898558549,0.009136483555922163,2.1435171137861952,0.0032598407407242896,0.6924262180945951,0.021978062685568032,0.0,0.0,0.5,0.0,0.0,0.0,0.0,482,baseline,PolicySIR,0.9304410221132172,0.015262176646980492,0.0,0.0,0.35216842234682927
483,124.97084110936296,1.6554109712268423,-2.5032849358096367,0.13916436095142865,8.267846278651675,0.4644986500477728,0.015536352832586382,0.04887749357653304,1.9549500421064214,0.006335021761522855,0.480380921075787,0.192254352187554,0.0,0.0,0.5,0.0,0.0,0.0,0.0,483,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.752147283378391
484,23.21637471635032,0.5516627494782769,-2.1420557620458407,0.40229780954087446,1.294389026224913,0.5695462398837629,0.09659237695648898,0.006700577574275371,2.082261613405609,0.0055625467383305024,0.13149646567799828,0.1747759452923748,0.0,0.0,0.5,0.0,0.0,0.0,0.0,484,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.0505518247257335
485,110.99415857147903,1.5568987737334545,1.187880005649065,0.3882909160542175,19.305528346390442,0.5272159981722772,0.063750262380351,0.04852995040974825,0.4441874999335702,0.003204808447124922,0.39087154319712136,0.13223098296494226,0.0,0.0,0.5,0.0,0.0,0.0,0.0,485,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.1179902644682251
486,44.009430193954096,1.6096452202408553,0.9840196096605167,0.27045128356070824,10.755654557525304,0.29282775100001757,0.017695581318327363,0.010787425697537534,1.1261915976252994,0.0056310286818083664,0.5231782023726277,0.010357952195464929,0.0,0.0,0.5,0.0,0.0,0.0,0.0,486,baseline,PolicySIR,0.8227169177001888,0.08244083730685757,0.0,0.0,0.19370983774585634
487,20.51628745849513,0.9657799243391042,0.20836405762298504,0.5207425349527711,18.68912219654815,0.30580462248972173,0.008897420656076944,0.011196806988542193,2.0947122766708186,0.00867716647915684,0.3030687590371711,0.052112661452211294,0.0,0.0,0.5,0.0,0.0,0.0,0.0,487,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.5477225030548531
488,119.86426812375352,0.25964602970514494,-2.080039499511401,0.5476139510047017,15.677984151558068,0.3328748195209217,0.09820172535840922,0.02375566452244143,0.8236227709704128,0.004310929017362673,0.702088023236194,0.01680889844968039,0.0,0.0,0.5,0.0,0.0,0.0,0.0,488,baseline,PolicySIR,0.9355415741272355,0.016191109514167773,0.0,0.0,0.4852769962389588
489,16.949171616005128,1.0861930928529846,-1.3627649006802889,0.9850293885849177,10.27335713699327,0.3896050629509108,0.06928979263131305,0.0181117798297103,2.204659169918774,0.008215104327035412,0.8692607576291812,0.1409074611843426,0.0,0.0,0.5,0.0,0.0,0.0,0.0,489,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.0947722868702232
490,117.2721216400952,0.2923474088210993,-1.2455717595606723,0.4000593520845773,11.962979282691188,0.3756289856455606,0.02914107441180722,0.02842988336604126,1.9938988955875907,0.00926818674692498,0.16772178146965924,0.163791197310348,0.0,0.0,0.5,0.0,0.0,0.0,0.0,490,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.532935837062589
491,68.51300159614566,1.393192398622182,-2.4580741390106855,0.42593291518666243,16.16965835982482,0.9512555190753366,0.05803393287418789,0.020393533166871373,1.6265181055012423,0.0044867825120937215,0.4844155040196293,0.07575617265089443,0.0,0.0,0.5,0.0,0.0,0.0,0.0,491,baseline,PolicySIR,0.9468786744121128,0.9152451307251525,0.0,0.0,0.8394915125501611
492,113.70979290783623,1.554496540790966,-2.814538847774382,0.8156743570590829,3.756738000290063,0.23643675386409846,0.05566942294069912,0.009328538833885552,2.672314026233166,0.006543297137270462,0.17031313913467738,0.18834089877453575,0.0,0.0,0.5,0.0,0.0,0.0,0.0,492,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.2951171474754763
493,21.056541766536586,2.607294034755136,0.13044811927210365,0.15068046006786567,15.094698672036401,0.4790271350733657,0.0591890919369276,0.020710856775046384,0.960839727490589,0.0008751505697147903,0.5378384579997447,0.10402683808269267,0.0,0.0,0.5,0.0,0.0,0.0,0.0,493,baseline,PolicySIR,0.2895181558490699,0.0383361049479064,0.0,0.0,0.9585728140238667
494,143.55381037824029,2.3697181798078835,-2.1019772499138134,0.16993320499071057,24.414953968426502,0.8611309491731229,0.030329140313156644,0.04607249825984524,2.2224942195710375,0.0013558015997229265,0.46599314413474335,0.16235510599322878,0.0,0.0,0.5,0.0,0.0,0.0,0.0,494,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.494007809626438
495,62.12933928532037,2.900512258388843,-0.5606423485699787,0.3112634461934448,15.823874124111684,0.8824644286322859,0.015163457743909588,0.005840347742441644,0.4185466501824977,0.00908504381577207,0.2689414840620098,0.11423175689991184,0.0,0.0,0.5,0.0,0.0,0.0,0.0,495,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.8202361661243525
496,86.75814753728567,1.6443066821225798,1.4704206094068644,0.28665578454867446,24.486971474501786,0.6062061957664564,0.04834103877535373,0.03974935702916166,2.3542384465526,0.00820955352747442,0.7358337859796561,0.07018996576435033,0.0,0.0,0.5,0.0,0.0,0.0,0.0,496,baseline,PolicySIR,0.9085866879694939,0.002173316023798816,0.0,0.0,0.9580385764606083
498,63.949757492691376,1.15418192162597,1.0577359216581197,0.9393226076742751,18.043521883359542,0.23290475585324474,0.009388283858307481,0.034685673260752295,0.7475559716886744,0.008134948792532267,0.3780216227854396,0.08180866864586325,0.0,0.0,0.5,0.0,0.0,0.0,0.0,498,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.812557820795537
499,57.881197787013036,1.6081096126924463,1.5840063881721393,0.7503241853354576,0.22776808012892452,0.14369125680751269,0.05404917242006417,0.021030034849075938,1.5362698251417175,0.009104447500879109,0.6376294489390625,0.058926520671038964,0.0,0.0,0.5,0.0,0.0,0.0,0.0,499,baseline,PolicySIR,0.8792583687487703,0.6823999910024536,0.0,0.0,0.7042581875799633
500,3.9433475005961216,0.9597142115011007,-1.0229316474672148,0.3878502297693003,23.77633143716722,0.10978417365973082,0.057940777881054714,0.016684500007172077,1.264953845461918,0.005176524194620896,0.4639422087195033,0.0678000840957918,0.0,0.0,0.5,0.0,0.0,0.0,0.0,500,baseline,PolicySIR,0.8275856466553628,0.5445585225839034,0.0,0.0,0.6642217256536701
501,116.81825573453357,0.2539153249487745,0.8391500685509339,0.14057746456746553,24.692085878099064,0.2876363251159151,0.06573650800514257,0.0303581174182338,1.202969722172808,0.002750162793022099,0.469508014305548,0.08207416474465401,0.0,0.0,0.5,0.0,0.0,0.0,0.0,501,baseline,PolicySIR,0.9513685408351391,0.014787318717970765,0.0,0.0,0.6824795099380281
502,68.27492547501264,0.6062717266717345,1.5544685711828503,0.5389976188832779,4.728624053526159,0.7603112367461022,0.08625430056287026,0.032365179792761996,2.3473494693212653,0.0017006429858929563,0.15818347189585158,0.18220083407367704,0.0,0.0,0.5,0.0,0.0,0.0,0.0,502,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.1214388476405879
503,106.04065734893483,2.4242277773968075,2.5287087859605615,0.3913352496126552,29.23366176809247,0.9244758467911742,0.06328512166247753,0.029783648372042566,1.981499502669848,0.007699019570959101,0.778924704270166,0.0398091002168939,0.0,0.0,0.5,0.0,0.0,0.0,0.0,503,baseline,PolicySIR,0.9427387055409687,0.015461597996004243,0.0,0.0,0.5524993230161116
504,5.270781580084852,1.2922035184146115,0.8903293996058261,0.10810867842100891,11.595363091738891,0.8474386548197188,0.06996223147206032,0.04172318015626785,1.951697702249686,0.0007905848072054713,0.9874351027639084,0.011842761416746258,0.0,0.0,0.5,0.0,0.0,0.0,0.0,504,baseline,PolicySIR,0.7968863868901337,0.027293675225687958,0.0,0.0,0.17403111770260973
505,129.65276760215616,1.727004368352623,1.227490935928472,0.4156624715961491,25.35209034404932,0.5669583108494677,0.04717868957278641,0.0255843183211597,2.6155916271855113,0.006613171852100211,0.621514472053842,0.17033351505981098,0.0,0.0,0.5,0.0,0.0,0.0,0.0,505,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.3066958263740454
506,127.13162788591934,0.7938547177954921,0.993492024980255,0.7458594136248761,20.645028875224693,0.10131912725496744,0.00849876227441503,0.014349573817170932,2.663174845157759,0.00679687286961175,0.9228541771421017,0.039344984274560776,0.0,0.0,0.5,0.0,0.0,0.0,0.0,506,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.4038355081618061
507,115.21828033331508,0.12289183049971142,2.3447490054884845,0.47417188188158266,16.549820243988567,0.43685160843638093,0.07684946771606775,0.012495035732582545,2.3204339159582577,0.008201547146006117,0.7484208940509263,0.18965611131188767,0.0,0.0,0.5,0.0,0.0,0.0,0.0,507,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.183641989831582
508,139.98136320601907,1.513596452526504,-0.20703664588955295,0.8109891981485428,27.15571252411437,0.35659141218017254,0.021848228893032152,0.04616321930749124,0.4464703354576881,0.0048464469141140595,0.6091903230390813,0.10003448793506799,0.0,0.0,0.5,0.0,0.0,0.0,0.0,508,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.6806861101991881
509,105.62969823339955,1.615307360346143,0.954277731825032,0.9167420422606192,27.68595342064942,0.3252051746197125,0.016721099439517485,0.03164773578098162,2.119339246476569,0.0015469665028243187,0.45962733236264075,0.18329580228259837,0.0,0.0,0.5,0.0,0.0,0.0,0.0,509,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.7191214480593089
510,100.88111026502719,2.0135614785740854,-1.5500680810554095,0.4073222383519044,0.2446976983419973,0.5790919352532243,0.03275309000999828,0.03977782862819682,1.8758542443051773,0.005092348669418394,0.5783809146298277,0.07152666862084335,0.0,0.0,0.5,0.0,0.0,0.0,0.0,510,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.1247877589447062
511,56.170311583522476,1.4311807670189982,2.4229074414934786,0.15573755409550902,26.71817032034163,0.6532234665221285,0.022884068778528117,0.03238861407936549,0.3900893473493203,0.009298750833258835,0.5237186362500472,0.030858416307357063,0.0,0.0,0.5,0.0,0.0,0.0,0.0,511,baseline,PolicySIR,0.8364966328645492,0.1282417751396741,0.0,0.0,1.2611899004529628
512,123.01173181511997,1.1734105880084722,-0.653466064248688,0.6908198841402993,4.500141624000572,0.26344624657266535,0.05838848449267215,0.04287964106268377,0.5829311927894725,0.004202816235590526,0.5772038350160543,0.07001058401613547,0.0,0.0,0.5,0.0,0.0,0.0,0.0,512,baseline,PolicySIR,0.8922351256119259,0.02157453658343375,0.0,0.0,1.9995781878124779
514,125.33351198941634,0.2617402582651873,1.2913015942272663,0.700490602819655,14.865888984674154,0.3669971107299774,0.05452602648048883,0.028744686963348417,1.6184192390688812,0.0009169637532302215,0.6886285426311913,0.05990562357440392,0.0,0.0,0.5,0.0,0.0,0.0,0.0,514,baseline,PolicySIR,0.9350713652036301,0.004525737984756085,0.0,0.0,0.721955593333417
515,65.59563859419801,0.22779337811061762,1.458117239821977,0.41088661972594565,4.949947111011256,0.38806694411719966,0.015233594435106725,0.042751245016189834,0.3182363838811413,0.005335568981314568,0.6647915741366047,0.08523700899913467,0.0,0.0,0.5,0.0,0.0,0.0,0.0,515,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.761766731112916
516,49.216543042395024,1.3227317266321668,-2.8706897958715003,0.9024707200592686,21.941944725876105,0.9832778932643647,0.09037632754560769,0.04035304228974997,1.6850170558283193,0.001385013724071491,0.3172186695937818,0.18227951859339225,0.0,0.0,0.5,0.0,0.0,0.0,0.0,516,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.098304488208903
518,121.84696788881683,0.5522590147882516,-0.8304622495993326,0.2958326869110961,3.4298934412119992,0.26034138160136155,0.06132614949310545,0.0062467468807905786,0.7552647198371828,0.008894202270761329,0.41185851915753346,0.10567020871639006,0.0,0.0,0.5,0.0,0.0,0.0,0.0,518,baseline,PolicySIR,0.9555211141014781,0.7900552915502247,0.0,0.0,0.8993484788582575
519,106.83634706203232,1.5799923431216274,-0.5864258750907516,0.8157867134437655,17.417618062779503,0.5942131079908156,0.09163595610583793,0.013531297148810132,0.9357392105554002,0.0037768324796753935,0.9206369375291722,0.08983525773836155,0.0,0.0,0.5,0.0,0.0,0.0,0.0,519,baseline,PolicySIR,0.9267663811264439,0.01671147803991324,0.0,0.0,1.5891079216785446
520,28.359936139264967,1.7986073570386427,1.9773974266589782,0.6996827335004495,22.42305235550004,0.8973942458178541,0.09134765137593064,0.012256570395546357,0.7515320854009409,0.0033405233776958466,0.17374554771341733,0.06955901092471803,0.0,0.0,0.5,0.0,0.0,0.0,0.0,520,baseline,PolicySIR,0.9223097243359121,0.01610705835475741,0.0,0.0,1.9999855616275066
521,73.85827700807465,0.938283241226155,-2.586846147804065,0.44243231623929635,16.706214124165438,0.23400332630381612,0.08998253039943184,0.04321515952280091,1.693416890011107,0.008294255354229646,0.32412509486455954,0.033365898706978314,0.0,0.0,0.5,0.0,0.0,0.0,0.0,521,baseline,PolicySIR,0.9432082212803484,0.015623216515333513,0.0,0.0,0.27512055129447865
522,76.48934957719115,2.690096460279838,-2.0963540700218095,0.6095896958229189,6.4908507767768695,0.7630416550163939,0.08847178917438403,0.04068752624173643,0.8812366509746019,0.00986524172117303,0.9249075712888248,0.09771472905336809,0.0,0.0,0.5,0.0,0.0,0.0,0.0,522,baseline,PolicySIR,0.9505496539608645,0.01503320472704758,0.0,0.0,1.9999830205987819
523,83.20839176580081,0.37573332298406675,2.9408056204619513,0.41208179177566084,25.876128830058576,0.6731778332466909,0.08367189198039988,0.012179582980023682,1.7705203553574043,0.007604098873472697,0.6331461645483586,0.19306806306349172,0.0,0.0,0.5,0.0,0.0,0.0,0.0,523,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.170286920718818
524,96.76947611981431,2.299044718921117,-1.6697743138862222,0.8930586232076313,21.372664631451286,0.33060354562275496,0.0514209468798765,0.03886749876630227,1.0069359015296424,0.003343320224045466,0.6285325265060498,0.13586418637267506,0.0,0.0,0.5,0.0,0.0,0.0,0.0,524,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.2942138752929093
525,131.53535052015636,0.8549092766991592,-2.375301048278368,0.44027605543510306,19.726525814575016,0.5143028815068219,0.018394225041476673,0.04206278099370845,1.6864127572818608,0.003461481542951629,0.40917096359775795,0.11992256105743938,0.0,0.0,0.5,0.0,0.0,0.0,0.0,525,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.616193603677801
526,22.11983483284128,2.3107766083239794,1.4548260999482983,0.9421532470366054,21.695008144446696,0.1555776055238407,0.0941694365758716,0.028039215138637462,1.5712317556519426,0.008409883454118411,0.6149420406998928,0.04344925870218114,0.0,0.0,0.5,0.0,0.0,0.0,0.0,526,baseline,PolicySIR,0.9528224639808756,0.014620264448287405,0.0,0.0,0.2825919594697872
527,5.108380253724105,1.5295917605119134,1.8177851114419603,0.3286758771483458,17.303967450226892,0.5493500994118666,0.016590036438799156,0.036674625819723354,0.8197668639543811,0.0011612294594796698,0.6683814658785431,0.12539776085313936,0.0,0.0,0.5,0.0,0.0,0.0,0.0,527,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.7751291746599267
528,36.160962478642155,1.9942437803329842,2.370858035914191,0.6155430428990681,27.937576220528918,0.4554744719689483,0.08174775184084966,0.030895826445036096,2.068765063496935,0.004148807768950175,0.830550496017892,0.14392438947095001,0.0,0.0,0.5,0.0,0.0,0.0,0.0,528,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.028965515260576
529,131.9008746414497,0.3402828934942209,-2.032707754805336,0.472298589434724,24.84933542419727,0.11093801553255833,0.0812935032739821,0.019837057714040873,1.4205416006883398,0.0063675159722640685,0.1898427053432659,0.14007863901457807,0.0,0.0,0.5,0.0,0.0,0.0,0.0,529,baseline,PolicySIR,0.12321149860415662,0.07406944727511833,0.0,0.0,0.9980626492480249
530,98.47058685035653,0.3935994003523364,-0.3639297340865917,0.2760463772707051,0.4679826632577532,0.157029736364071,0.08937116794698242,0.03657120525718953,1.4417949316843814,0.007203707729044157,0.6162408832031274,0.04602128868414092,0.0,0.0,0.5,0.0,0.0,0.0,0.0,530,baseline,PolicySIR,0.9333555967196884,0.016681400839661572,0.0,0.0,0.24826118429048413
531,1.226438007684407,1.7374076725964365,-0.3776860999623226,0.2992361840981541,12.280434243671415,0.47704256975294035,0.030649605348006728,0.01938141823476796,1.1397298173430053,0.008495810202794742,0.8155798041381148,0.0748159727782883,0.0,0.0,0.5,0.0,0.0,0.0,0.0,531,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.2347662746202848
532,45.52424337847542,1.3806828717356305,0.2673563406996342,0.5008815081655907,8.978931673521979,0.5180147368034298,0.09057763332017546,0.016666885328048605,1.3920733846057465,0.007921724327772198,0.7623823657076848,0.1447112162436208,0.0,0.0,0.5,0.0,0.0,0.0,0.0,532,baseline,PolicySIR,0.8817776235002271,0.0021140544013307653,0.0,0.0,0.9348097260734468
533,139.5112495346156,0.7173488504336113,-1.0417931427329064,0.37587849703889187,3.743897293824489,0.11474994701462458,0.0628084570591277,0.02663817103860933,0.25846509150883323,0.006929637351899472,0.5603489655812015,0.14643655746699275,0.0,0.0,0.5,0.0,0.0,0.0,0.0,533,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.3131332924293215
534,141.7458934079239,1.6481264524251027,-0.16369994073597738,0.6576996274653789,20.352389767258746,0.27729133313794413,0.06601470740378144,0.04881921275748303,0.9376883555710441,0.0015321450652677842,0.9252960783622041,0.0424422553603583,0.0,0.0,0.5,0.0,0.0,0.0,0.0,534,baseline,PolicySIR,0.9138526312499663,0.016932773617393555,0.0,0.0,1.5179042247258048
535,43.9624967192454,0.5919113359834255,-0.20489762486573015,0.7570390410892262,20.833084037240607,0.7754643318596732,0.04744761882231633,0.02284834629547,2.543853304139052,0.0010130437986485266,0.39192613847929814,0.019829788119468797,0.0,0.0,0.5,0.0,0.0,0.0,0.0,535,baseline,PolicySIR,0.9191655151066362,0.7772764405015733,0.0,0.0,0.5492224738005629
536,110.18892151835524,0.6324938885821928,-1.5569789487337282,0.8938367664244259,14.512338995813499,0.35132157523739016,0.022299365749233382,0.022332151692326507,0.365214043510828,0.0044770054027533125,0.4419847500124575,0.1591438497746368,0.0,0.0,0.5,0.0,0.0,0.0,0.0,536,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.8136738143856932
537,70.22973064350879,1.3464672457310118,-2.9586514683336174,0.9670972039478652,5.053851912110899,0.931569790209295,0.0570826857612435,0.02634085821286943,1.4217355943094225,0.007468004039517251,0.6175822837465387,0.0604926104290116,0.0,0.0,0.5,0.0,0.0,0.0,0.0,537,baseline,PolicySIR,0.8827943466014276,0.11946791520858634,0.0,0.0,0.6429001921270471
538,4.787960988558529,2.7134407365583075,-2.4188428496400887,0.5679195078933897,22.77761693882903,0.7551675207327972,0.018525793785628943,0.019894770893000138,2.348571788662748,0.008043870760838418,0.7932979978912142,0.10876005204016008,0.0,0.0,0.5,0.0,0.0,0.0,0.0,538,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.5127136952955902
540,34.17908884603763,0.16967543065202406,-1.5403616773367959,0.9685692782911753,14.839795013160195,0.7089085889046524,0.03787413944322553,0.026524114991576843,1.2563093870980335,0.005516603039399534,0.4279831784771442,0.08708005066853079,0.0,0.0,0.5,0.0,0.0,0.0,0.0,540,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.1780014776738312
