,a_e,a_w,alpha_w,conservation_effectiveness,conservation_unit_cost,delta,delta_extract,e_0,eta_deplet,mu_0,mu_elite_extr,nat_res_regen,eta_w,eta_a,w_T,I_Ta,conservation_effort,R_star,phi_c,scenario,policy,model,max_radicalized,final_radicalized,wage_cost,conservation_cost,final_resource
12,52.60692003366267,1.814366113481988,-0.7142252657165793,0.5757824515645479,9.369869168747849,0.7185759875754082,0.023652403003705757,0.018703238194075985,2.3249063067571356,0.0017375593222560847,0.4128115438846437,0.02527823365338375,0.0,0.0,0.5,0.0,0.0,0.0,0.0,12,baseline,PolicySIR,0.8587571996338532,0.3287475750730189,0.0,0.0,0.8372663570176121
13,63.15858742967485,2.1364407199495417,-2.13081361692194,0.3336004256519989,8.99655393819077,0.4731005259332697,0.02317046483727837,0.02866348929075377,1.9779099293103712,0.005278120922540352,0.5047971428466201,0.10985582879632158,0.0,0.0,0.5,0.0,0.0,0.0,0.0,13,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.4709338196234008
16,137.97393559797328,1.6655988319049984,1.6080555863200825,0.38540745856816094,0.17888532139303928,0.7344368834785454,0.07874749588509837,0.006220172306906142,0.5638087429634431,0.0063062156148676,0.6291049166209286,0.17730169115166097,0.0,0.0,0.5,0.0,0.0,0.0,0.0,16,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.2334589408128331
17,35.31613447945766,0.8449244255048629,-0.6858878175815262,0.48366029408408817,16.982700034606058,0.43994916695851993,0.06724780484876271,0.005537897602724465,1.6893940504606484,0.005679467069826184,0.33376591922338805,0.013365854477355641,0.0,0.0,0.5,0.0,0.0,0.0,0.0,17,baseline,PolicySIR,0.8968084330830812,0.020155063853201413,0.0,0.0,0.14029905726133413
18,35.363322500490604,2.1981067231865428,-0.40654643977672,0.15083917896121193,10.164565648797932,0.36984060753518166,0.05916965655590684,0.037913102169534425,0.514302717712844,0.008783343367900376,0.6770364006405462,0.16285644381643238,0.0,0.0,0.5,0.0,0.0,0.0,0.0,18,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.4046879199762823
19,132.71071652581097,2.5680979390408805,2.617397841270547,0.23739476331236584,22.282354407430063,0.23487235198824463,0.04781022827999355,0.022089918626628683,0.6434935681773234,0.00840589899313201,0.3191097057137071,0.07338447481021013,0.0,0.0,0.5,0.0,0.0,0.0,0.0,19,baseline,PolicySIR,0.8814156236172949,0.02919605386885291,0.0,0.0,0.39953998108792604
20,37.742091127108665,1.871210976216857,2.909678418691353,0.5523458870625474,23.78144704058649,0.6818758183558817,0.0161708357089023,0.01556352405216586,0.5987033397718049,0.006773800827766704,0.8644627010609803,0.09094797801057687,0.0,0.0,0.5,0.0,0.0,0.0,0.0,20,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.7294941513091768
22,32.025142925891245,2.733405853475107,0.1817999640881256,0.5315934906672114,24.71875516786191,0.30459133055937304,0.0988837676753904,0.035814424392860145,1.664481111678638,0.0037588187434480958,0.48321730391612916,0.1554913467062644,0.0,0.0,0.5,0.0,0.0,0.0,0.0,22,baseline,PolicySIR,0.5952770971056895,0.0040395599478811545,0.0,0.0,0.9507849496866293
23,103.91516493489297,2.1066274461331065,-1.0861509065372275,0.4159016216851502,27.469188242802282,0.20493480448751922,0.09597507938837883,0.0075625230632274335,2.253945561529152,0.0010848600177830537,0.8022054788514331,0.02059853132417329,0.0,0.0,0.5,0.0,0.0,0.0,0.0,23,baseline,PolicySIR,0.9468176383385755,0.014765700941477677,0.0,0.0,0.31024651233733097
24,102.71809701219044,0.8810555845294271,-2.5377340397242416,0.46914924945085723,16.851079686852813,0.936259767903812,0.04980809755913135,0.03344439492888557,2.3572482754324002,0.009362922025184251,0.5555231054266072,0.12297528609582098,0.0,0.0,0.5,0.0,0.0,0.0,0.0,24,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.1612869250961209
26,118.40099574035095,2.767671801682668,1.7396468721127665,0.25461273950564534,20.64797564641815,0.1310829018767433,0.06801012032107291,0.023481626551006204,2.6487146053063317,0.007938119771888318,0.9945767222837486,0.16093993045617616,0.0,0.0,0.5,0.0,0.0,0.0,0.0,26,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.1467098384648724
27,23.56737869708251,2.348536081803245,2.7571089495863745,0.8689190843191484,25.888464296555867,0.15958177947087962,0.006353790099936363,0.024270986493781625,2.854112802228748,0.004590445785407661,0.10164293813861798,0.024868379252160393,0.0,0.0,0.5,0.0,0.0,0.0,0.0,27,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.3205191914779675
28,32.071161072587586,2.4673765146023863,0.5408698928099023,0.3444157513986736,7.693110557205057,0.3006683288579686,0.07407358083997542,0.010020419385746023,0.9733304578068231,0.0006964195391644976,0.17079274729773228,0.04042190924947389,0.0,0.0,0.5,0.0,0.0,0.0,0.0,28,baseline,PolicySIR,0.9306890600473242,0.01533242817053898,0.0,0.0,1.0609303996904005
29,32.989617303374956,2.024877720822486,0.6003184695344892,0.5149645403672424,17.619993511657576,0.8999757349962251,0.01610962518339978,0.02644447904532954,2.494548708951285,0.0024723222526842822,0.7119046551449607,0.07327479880866127,0.0,0.0,0.5,0.0,0.0,0.0,0.0,29,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.4041439062400556
30,126.97895008704256,0.20167398987593552,-1.630192832820358,0.1771458818869658,6.292524666394716,0.5410970083639961,0.0723888934491433,0.03637742999962594,0.4484380804434349,0.007803453863993285,0.2777736183829771,0.18059763566308767,0.0,0.0,0.5,0.0,0.0,0.0,0.0,30,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.337830499799452
31,67.8666926619811,2.5842632208428924,0.6080445340034966,0.2385414404415505,4.332064722394253,0.45675545962747277,0.039563160779566356,0.0184794579566492,2.246614445202071,0.009792933034925703,0.935237146798429,0.18301069419360189,0.0,0.0,0.5,0.0,0.0,0.0,0.0,31,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.4395891893851378
33,18.06071394003553,0.21961689039412888,-2.890582742726254,0.1533064044101475,12.383368902423145,0.32003714458509475,0.05078730798564572,0.04435876578506808,1.5901565442935905,0.0056057215383816545,0.5137101708941227,0.10731138784864126,0.0,0.0,0.5,0.0,0.0,0.0,0.0,33,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.109759800491212
35,87.09056987483216,1.144307327220545,2.6044595935155366,0.18617793735985338,23.17800085208086,0.3886761869312896,0.0413704522695134,0.042738906887222955,0.9470893224349306,0.002213091312623295,0.2961746475949112,0.09176438138490334,0.0,0.0,0.5,0.0,0.0,0.0,0.0,35,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.1747546436442564
36,118.21078995466337,2.31295970140251,-2.3610877752209145,0.22095518845213502,1.1653349950989598,0.7641601702425307,0.02306418342692039,0.014395176044764965,0.818267475047597,0.006540198793420604,0.4982945530062788,0.19467479198587687,0.0,0.0,0.5,0.0,0.0,0.0,0.0,36,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.802360141048812
37,94.76714850380081,0.2705606226920799,-2.272217132981439,0.3230949984531033,15.403340907323152,0.7288849708672659,0.04234288643314727,0.008921518375969516,0.5025606001450668,0.007147084049514089,0.6898134873717462,0.15890816733122803,0.0,0.0,0.5,0.0,0.0,0.0,0.0,37,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.597861257483075
38,134.00517208188884,2.6836101543044073,-1.7282549876934687,0.8094481164677498,17.418736778546418,0.44232262427934843,0.06515502368299778,0.028042395094780143,1.07619902009645,0.0006997435649501756,0.9884867020870854,0.08881278045942124,0.0,0.0,0.5,0.0,0.0,0.0,0.0,38,baseline,PolicySIR,0.8337900309496349,0.7431031739022019,0.0,0.0,0.6912474876505614
39,92.53903354088496,2.270175814453969,-2.9113604079508497,0.4048277440908845,22.90136052695554,0.47120701593564607,0.09355304179154167,0.013929463838281256,1.899598749547337,0.002200173100870278,0.901686233317825,0.010225165581238024,0.0,0.0,0.5,0.0,0.0,0.0,0.0,39,baseline,PolicySIR,0.9566060241503556,0.0141487172960897,0.0,0.0,0.10998549123133704
40,86.30557141837015,2.1583834763457226,2.3086946270801523,0.27356418870623644,6.709009895080385,0.40505137928377755,0.08421720342980298,0.012926497539910643,2.8538094426861873,0.0034063426934121915,0.568394906666483,0.13964202297304001,0.0,0.0,0.5,0.0,0.0,0.0,0.0,40,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.0342428751375383
41,96.9337461665779,2.3305106800481363,-1.4328243485765335,0.45355250837109984,3.3555301937994995,0.46134032212824017,0.05639921347800921,0.046283052918570725,1.4245635869956845,0.004022240149506589,0.8085799790383598,0.0741661710786064,0.0,0.0,0.5,0.0,0.0,0.0,0.0,41,baseline,PolicySIR,0.88588628244414,0.023745421226894232,0.0,0.0,0.7802534106556468
42,11.469328113552233,2.597544543936583,1.2855432367434094,0.13748626422077326,19.362905309991287,0.28199238387549963,0.035800929330758735,0.005484659174263546,1.8819516153087101,0.00777847573506363,0.8973372179983085,0.0599747032786067,0.0,0.0,0.5,0.0,0.0,0.0,0.0,42,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.0074239958263278
43,42.93727281850303,1.897421528392103,0.8854785606067317,0.40240129487956133,13.316632674836514,0.10172572444433683,0.05047715891689821,0.034548042137681756,2.879229871079028,0.0071079252584485,0.6435168131819394,0.15748123026054786,0.0,0.0,0.5,0.0,0.0,0.0,0.0,43,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.2287165556116988
44,35.84253695450283,1.6596854885908052,-1.5254018351630405,0.37194589497659103,10.22046004386257,0.9404591662042344,0.03313068973376172,0.008211197110045872,2.5735251589115076,0.0034301469755186383,0.20054439064807728,0.19522253914783746,0.0,0.0,0.5,0.0,0.0,0.0,0.0,44,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.4997720848507394
45,20.3821767953564,0.44423214611853873,-2.4807286598597824,0.9754018100863754,27.183513654033543,0.36721359300100365,0.06895894853018802,0.007903829815575044,1.0057703820367454,0.0005217705256278401,0.4936001108228385,0.15772057294890574,0.0,0.0,0.5,0.0,0.0,0.0,0.0,45,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.2084322846464224
46,142.41745470876106,2.6361789780680716,-2.0636064146941573,0.5640996250410525,23.94138859548117,0.6838417813692828,0.012653130636880755,0.01647882222874141,1.5606286061242223,0.009584736863137822,0.22748707171016036,0.08968439058743581,0.0,0.0,0.5,0.0,0.0,0.0,0.0,46,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.6722439077404063
47,8.511529804243889,0.011165928559676897,2.7533995650543046,0.42565309464076884,15.182867040658582,0.9463903101590097,0.03221445917175532,0.04023804825445175,1.288626169136989,0.005185330870087398,0.47816698312665573,0.166610746119707,0.0,0.0,0.5,0.0,0.0,0.0,0.0,47,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.5928529715332982
48,28.682349152688012,2.433832895753725,2.8388094454795043,0.23302435139874142,27.73130006770713,0.7220047867917352,0.041239843939366486,0.025075244224217568,0.9888700263272717,0.007290439922714066,0.39849097059726146,0.055294522632276695,0.0,0.0,0.5,0.0,0.0,0.0,0.0,48,baseline,PolicySIR,0.8509561319789225,0.21897030295251704,0.0,0.0,0.6453638987366115
49,61.18281070607486,1.7233604953686485,0.5286632847524366,0.7333104289379235,28.9922695639289,0.6598956304111139,0.03952182500323141,0.033002721257727366,0.2315706759596617,0.0065838137590043325,0.1455606360837772,0.10966790652481449,0.0,0.0,0.5,0.0,0.0,0.0,0.0,49,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.4738292709212752
50,77.71109549945987,1.3365082063633669,-1.5002492093668156,0.9954925140649468,6.99008702687172,0.8420918195486685,0.007187477101884007,0.01782468988620865,1.7414406008875851,0.009036328236080277,0.3716952830836764,0.06646301020857669,0.0,0.0,0.5,0.0,0.0,0.0,0.0,50,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.722054505277895
51,68.12132854007078,1.3144624010086117,0.7784597069828281,0.505708091080978,3.5055951620940586,0.8620141976044862,0.07719064668631617,0.04162467598451671,0.6113994199828693,0.00700151618084934,0.16123330517527273,0.1064456663506471,0.0,0.0,0.5,0.0,0.0,0.0,0.0,51,baseline,PolicySIR,0.883313697411286,0.023764794983261686,0.0,0.0,1.999999889238308
52,52.21176080369148,1.5032911179843609,2.3026883053993545,0.8999697002216025,6.967906007666347,0.7050286740482538,0.06288713740780837,0.005190211241120094,2.6907934320640114,0.005298990225153979,0.8150792793780434,0.014364499630905999,0.0,0.0,0.5,0.0,0.0,0.0,0.0,52,baseline,PolicySIR,0.9112215099156539,0.01823429547207738,0.0,0.0,0.434263370278692
53,11.234977875113536,2.4722626069489144,1.8818258566077244,0.629921552175688,1.031829383224577,0.4922047729638904,0.018189518706979893,0.014267420404999152,0.38616267255082903,0.004156675635449743,0.8234058657152521,0.16392101380789675,0.0,0.0,0.5,0.0,0.0,0.0,0.0,53,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.8532817022591732
54,93.98568818602482,0.7164581485823486,1.4399431491848445,0.4637752272754525,2.1646487675201396,0.9861439352133217,0.047912253541393696,0.018246344125732596,0.8286296348270703,0.009007839122928277,0.25581737386980063,0.16702982556484827,0.0,0.0,0.5,0.0,0.0,0.0,0.0,54,baseline,PolicySIR,0.08195629354440404,0.06449629330277783,0.0,0.0,1.5021359475685594
55,144.34049745060688,2.084858600665842,0.048344085629816735,0.6635404166374674,0.9187482460371726,0.7796240674334483,0.0163235675535282,0.0051096442918250285,1.408830153522199,0.006730461775919213,0.14803492407741842,0.021156772673185886,0.0,0.0,0.5,0.0,0.0,0.0,0.0,55,baseline,PolicySIR,0.9223434340774902,0.1474256365066348,0.0,0.0,0.797497381436492
